date,valid_from,valid_to,source,county_name,zone_name,localities,code,code_name,phenomenon,phenomenon_group,geometry_source,match_confidence,alert_id,message,source_url,source_label
2026-06-30,2026-06-30T20:50:00,2026-06-30T21:40:00,nowcasting_manual,București,Bucuresti,Bucuresti,2,Portocaliu,ploi torentiale; descarcari electrice,ploi/vijelii,uat_match,high,fee4a50b232e7cfc,Import manual pentru episod nowcasting Bucuresti 30 iunie / 1 iulie. Detaliile complete nu au fost capturate de scraper la momentul activ.,,import manual
